issue,number,link,trimmed_list_lemmatize,trimmed_list_stemming
Created separate family and ancestors environment objects,970,https://github.com/ethereum/go-ethereum/issues/970,"['created', 'separate', 'family', 'ancestor', 'environment', 'object']","['creat', 'separ', 'famili', 'ancestor', 'environ', 'object']"
Make read of ethash hashrate atomic and update ethash godep,969,https://github.com/ethereum/go-ethereum/issues/969,"['make', 'read', 'ethash', 'hashrate', 'atomic', 'update', 'ethash', 'godep']","['make', 'read', 'ethash', 'hashrat', 'atom', 'updat', 'ethash', 'godep']"
not catching up,968,https://github.com/ethereum/go-ethereum/issues/968,['catching'],['catch']
panic: runtime error: slice bounds out of range,967,https://github.com/ethereum/go-ethereum/issues/967,"['panic', 'runtime', 'error', 'slice', 'bound', 'range']","['panic', 'runtim', 'error', 'slice', 'bound', 'rang']"
p2p/discover: fix out-of-bounds slicing for chunked neighbors packets,966,https://github.com/ethereum/go-ethereum/issues/966,"['p2pdiscover', 'fix', 'outofbounds', 'slicing', 'chunked', 'neighbor', 'packet']","['p2p', 'discov', 'fix', 'bound', 'slice', 'chunk', 'neighbor', 'packet']"
Better UDP & interop. Limit all received datagrams to 1280bytes.,965,https://github.com/ethereum/go-ethereum/issues/965,"['better', 'udp', 'interop', 'limit', 'received', 'datagrams', '1280bytes']","['better', 'udp', 'interop', 'limit', 'receiv', 'datagram', '1280byte']"
geth crash,964,https://github.com/ethereum/go-ethereum/issues/964,"['geth', 'crash']","['geth', 'crash']"
Update keystore code comments,963,https://github.com/ethereum/go-ethereum/issues/963,"['update', 'keystore', 'code', 'comment']","['updat', 'keystor', 'code', 'comment']"
getTransactionByHash logs EOF error in terminal,962,https://github.com/ethereum/go-ethereum/issues/962,"['gettransactionbyhash', 'log', 'eof', 'error', 'terminal']","['gettransactionbyhash', 'log', 'eof', 'error', 'termin']"
Ethash improve hashrate update,961,https://github.com/ethereum/go-ethereum/issues/961,"['ethash', 'improve', 'hashrate', 'update']","['ethash', 'improv', 'hashrat', 'updat']"
p2p/nat: fix UPnP auto discovery,960,https://github.com/ethereum/go-ethereum/issues/960,"['p2pnat', 'fix', 'upnp', 'auto', 'discovery']","['p2p', 'nat', 'fix', 'upnp', 'auto', 'discoveri']"
[question] admin.progress(),959,https://github.com/ethereum/go-ethereum/issues/959,"['question', 'adminprogress']","['question', 'admin', 'progress']"
[RPC] json returned from 'eth_compileSolidity' should have field code prefixed with 0x,958,https://github.com/ethereum/go-ethereum/issues/958,"['rpc', 'json', 'returned', 'eth_compilesolidity', 'field', 'code', 'prefixed', '0x']","['rpc', 'json', 'return', 'eth_compilesolid', 'field', 'code', 'prefix', '0x']"
[RPC/question] eth_getCode,957,https://github.com/ethereum/go-ethereum/issues/957,"['rpcquestion', 'eth_getcode']","['rpc', 'question', 'eth_getcod']"
[RPC] unable to determine address of contract from transaction object,956,https://github.com/ethereum/go-ethereum/issues/956,"['rpc', 'unable', 'determine', 'address', 'contract', 'transaction', 'object']","['rpc', 'unabl', 'determin', 'address', 'contract', 'transact', 'object']"
geth crash,955,https://github.com/ethereum/go-ethereum/issues/955,"['geth', 'crash']","['geth', 'crash']"
eth/downloader: fix nil panic caused by wrong variable use,954,https://github.com/ethereum/go-ethereum/issues/954,"['ethdownloader', 'fix', 'nil', 'panic', 'caused', 'wrong', 'variable', 'use']","['eth', 'download', 'fix', 'nil', 'panic', 'caus', 'wrong', 'variabl', 'use']"
Feature/fix unlock,953,https://github.com/ethereum/go-ethereum/issues/953,"['featurefix', 'unlock']","['featur', 'fix', 'unlock']"
Specify the forking point when a split is detected,952,https://github.com/ethereum/go-ethereum/issues/952,"['specify', 'forking', 'point', 'split', 'detected']","['specifi', 'fork', 'point', 'split', 'detect']"
"estimateGas returns error about balance, when the accounts is empty",951,https://github.com/ethereum/go-ethereum/issues/951,"['estimategas', 'return', 'error', 'balance', 'account', 'empty']","['estimatega', 'return', 'error', 'balanc', 'account', 'empti']"
eth/downloader: fix deliveries to check for sync cancels,950,https://github.com/ethereum/go-ethereum/issues/950,"['ethdownloader', 'fix', 'delivery', 'check', 'sync', 'cancel']","['eth', 'download', 'fix', 'deliveri', 'check', 'sync', 'cancel']"
removed invalid filename characters,949,https://github.com/ethereum/go-ethereum/issues/949,"['removed', 'invalid', 'filename', 'character']","['remov', 'invalid', 'filenam', 'charact']"
"eth/downloader: fix active peer shadowing, polish func names",948,https://github.com/ethereum/go-ethereum/issues/948,"['ethdownloader', 'fix', 'active', 'peer', 'shadowing', 'polish', 'func', 'name']","['eth', 'download', 'fix', 'activ', 'peer', 'shadow', 'polish', 'func', 'name']"
Contract creation silently fails,947,https://github.com/ethereum/go-ethereum/issues/947,"['contract', 'creation', 'silently', 'fails']","['contract', 'creation', 'silent', 'fail']"
Fix hex conversion in --unlock and log when successful,946,https://github.com/ethereum/go-ethereum/issues/946,"['fix', 'hex', 'conversion', 'unlock', 'log', 'successful']","['fix', 'hex', 'convers', 'unlock', 'log', 'success']"
Unable to unlock accounts,945,https://github.com/ethereum/go-ethereum/issues/945,"['unable', 'unlock', 'account']","['unabl', 'unlock', 'account']"
Still stuck on block 299224 after upgradedb,944,https://github.com/ethereum/go-ethereum/issues/944,"['still', 'stuck', 'block', '299224', 'upgradedb']","['still', 'stuck', 'block', '299224', 'upgradedb']"
AlethZero Mining while disconnected,943,https://github.com/ethereum/go-ethereum/issues/943,"['alethzero', 'mining', 'disconnected']","['alethzero', 'mine', 'disconnect']"
Wallet balance is now 10000E20 Ether,942,https://github.com/ethereum/go-ethereum/issues/942,"['wallet', 'balance', '10000e20', 'ether']","['wallet', 'balanc', '10000e20', 'ether']"
Failing to unlock account after key import,941,https://github.com/ethereum/go-ethereum/issues/941,"['failing', 'unlock', 'account', 'key', 'import']","['fail', 'unlock', 'account', 'key', 'import']"
One of my geth console died while mining,940,https://github.com/ethereum/go-ethereum/issues/940,"['one', 'geth', 'console', 'died', 'mining']","['one', 'geth', 'consol', 'die', 'mine']"
"geth --mine stuck at ""24160 chain_manager.go:628] imported 256 block(s)""",939,https://github.com/ethereum/go-ethereum/issues/939,"['geth', 'mine', 'stuck', '24160', 'chain_managergo628', 'imported', '256', 'block']","['geth', 'mine', 'stuck', '24160', 'chain_manag', 'go', '628', 'import', '256', 'block']"
mined the same block two times,938,https://github.com/ethereum/go-ethereum/issues/938,"['mined', 'block', 'two', 'time']","['mine', 'block', 'two', 'time']"
Stuck on block 201235,937,https://github.com/ethereum/go-ethereum/issues/937,"['stuck', 'block', '201235']","['stuck', 'block', '201235']"
crash while syncing with network,936,https://github.com/ethereum/go-ethereum/issues/936,"['crash', 'syncing', 'network']","['crash', 'sync', 'network']"
geth does not seem to be mining on private chain.,935,https://github.com/ethereum/go-ethereum/issues/935,"['geth', 'seem', 'mining', 'private', 'chain']","['geth', 'seem', 'mine', 'privat', 'chain']"
Can't build geth from source using v0.9.18 on Mint,934,https://github.com/ethereum/go-ethereum/issues/934,"['cant', 'build', 'geth', 'source', 'using', 'v0918', 'mint']","['can', 'build', 'geth', 'sourc', 'use', 'v0', '9', '18', 'mint']"
replaced path with platform aware filepath module,933,https://github.com/ethereum/go-ethereum/issues/933,"['replaced', 'path', 'platform', 'aware', 'filepath', 'module']","['replac', 'path', 'platform', 'awar', 'filepath', 'modul']"
"xeth, rpc: implement eth_estimateGas. Closes #930",932,https://github.com/ethereum/go-ethereum/issues/932,"['xeth', 'rpc', 'implement', 'eth_estimategas', 'closes', '930']","['xeth', 'rpc', 'implement', 'eth_estimatega', 'close', '930']"
geth as farm server doesn't report correct hashrate,931,https://github.com/ethereum/go-ethereum/issues/931,"['geth', 'farm', 'server', 'doesnt', 'report', 'correct', 'hashrate']","['geth', 'farm', 'server', 'report', 'correct', 'hashrat']"
Add eth_estimateGas method,930,https://github.com/ethereum/go-ethereum/issues/930,"['add', 'eth_estimategas', 'method']","['add', 'eth_estimatega', 'method']"
"eth, ethdb: lower the amount of open files & improve err messages for db",929,https://github.com/ethereum/go-ethereum/issues/929,"['eth', 'ethdb', 'lower', 'amount', 'open', 'file', 'improve', 'err', 'message', 'db']","['eth', 'ethdb', 'lower', 'amount', 'open', 'file', 'improv', 'err', 'messag', 'db']"
Can't upgradedb,928,https://github.com/ethereum/go-ethereum/issues/928,"['cant', 'upgradedb']","['can', 'upgradedb']"
Mist crash,927,https://github.com/ethereum/go-ethereum/issues/927,"['mist', 'crash']","['mist', 'crash']"
All sequential txs from this address will be ignored,926,https://github.com/ethereum/go-ethereum/issues/926,"['all', 'sequential', 'tx', 'address', 'ignored']","['all', 'sequenti', 'tx', 'address', 'ignor']"
"miner, cmd/geth: miner will not ignored owned account transactions",925,https://github.com/ethereum/go-ethereum/issues/925,"['miner', 'cmdgeth', 'miner', 'ignored', 'owned', 'account', 'transaction']","['miner', 'cmd', 'geth', 'miner', 'ignor', 'own', 'account', 'transact']"
"rpc: ""id"" should be required",924,https://github.com/ethereum/go-ethereum/issues/924,"['rpc', 'id', 'required']","['rpc', 'id', 'requir']"
Proposal: report hashrate in base units of hashes/second,923,https://github.com/ethereum/go-ethereum/issues/923,"['proposal', 'report', 'hashrate', 'base', 'unit', 'hashessecond']","['propos', 'report', 'hashrat', 'base', 'unit', 'hash', 'second']"
Sync stuck,922,https://github.com/ethereum/go-ethereum/issues/922,"['sync', 'stuck']","['sync', 'stuck']"
"geth/mist stuck on block #299599, will not download remainder of chain",921,https://github.com/ethereum/go-ethereum/issues/921,"['gethmist', 'stuck', 'block', '299599', 'download', 'remainder', 'chain']","['geth', 'mist', 'stuck', 'block', '299599', 'download', 'remaind', 'chain']"
Return 32-byte hashes from GetWork,920,https://github.com/ethereum/go-ethereum/issues/920,"['return', '32byte', 'hash', 'getwork']","['return', '32', 'byte', 'hash', 'getwork']"
State DB returns invalid balance for account 0x0000000000000000000000000000000000000000,919,https://github.com/ethereum/go-ethereum/issues/919,"['state', 'db', 'return', 'invalid', 'balance', 'account', '0x0000000000000000000000000000000000000000']","['state', 'db', 'return', 'invalid', 'balanc', 'account', '0x0000000000000000000000000000000000000000']"
"cmd/geth, miner, backend, xeth: Fixed miner threads to be settable",918,https://github.com/ethereum/go-ethereum/issues/918,"['cmdgeth', 'miner', 'backend', 'xeth', 'fixed', 'miner', 'thread', 'settable']","['cmd', 'geth', 'miner', 'backend', 'xeth', 'fix', 'miner', 'thread', 'settabl']"
eth_getWork returns non HEX strings,917,https://github.com/ethereum/go-ethereum/issues/917,"['eth_getwork', 'return', 'non', 'hex', 'string']","['eth_getwork', 'return', 'non', 'hex', 'string']"
eth_getWork starts mining,916,https://github.com/ethereum/go-ethereum/issues/916,"['eth_getwork', 'start', 'mining']","['eth_getwork', 'start', 'mine']"
"eth/downloader: fix #910, thread safe peers & polishes",915,https://github.com/ethereum/go-ethereum/issues/915,"['ethdownloader', 'fix', '910', 'thread', 'safe', 'peer', 'polish']","['eth', 'download', 'fix', '910', 'thread', 'safe', 'peer', 'polish']"
Signature on arbitrary data using the private keys of an account,914,https://github.com/ethereum/go-ethereum/issues/914,"['signature', 'arbitrary', 'data', 'using', 'private', 'key', 'account']","['signatur', 'arbitrari', 'data', 'use', 'privat', 'key', 'account']"
GPU miner,913,https://github.com/ethereum/go-ethereum/issues/913,"['gpu', 'miner']","['gpu', 'miner']"
Connected but unable to mine,912,https://github.com/ethereum/go-ethereum/issues/912,"['connected', 'unable', 'mine']","['connect', 'unabl', 'mine']"
"rpc, xeth: fix #881, gracefully handle offline whisper",911,https://github.com/ethereum/go-ethereum/issues/911,"['rpc', 'xeth', 'fix', '881', 'gracefully', 'handle', 'offline', 'whisper']","['rpc', 'xeth', 'fix', '881', 'grace', 'handl', 'offlin', 'whisper']"
Node crashed while importing blocks,910,https://github.com/ethereum/go-ethereum/issues/910,"['node', 'crashed', 'importing', 'block']","['node', 'crash', 'import', 'block']"
eth.coinbase missing keys,909,https://github.com/ethereum/go-ethereum/issues/909,"['ethcoinbase', 'missing', 'key']","['eth', 'coinbas', 'miss', 'key']"
"core, eth, miner: improved tx removal & fatal error on db sync err",908,https://github.com/ethereum/go-ethereum/issues/908,"['core', 'eth', 'miner', 'improved', 'tx', 'removal', 'fatal', 'error', 'db', 'sync', 'err']","['core', 'eth', 'miner', 'improv', 'tx', 'remov', 'fatal', 'error', 'db', 'sync', 'err']"
Synchronization Failed,907,https://github.com/ethereum/go-ethereum/issues/907,"['synchronization', 'failed']","['synchron', 'fail']"
Too low gasprice locks up the account,906,https://github.com/ethereum/go-ethereum/issues/906,"['too', 'low', 'gasprice', 'lock', 'account']","['too', 'low', 'gaspric', 'lock', 'account']"
Miner does not stop,905,https://github.com/ethereum/go-ethereum/issues/905,"['miner', 'stop']","['miner', 'stop']"
Synchronisation failed: pending items in queue,904,https://github.com/ethereum/go-ethereum/issues/904,"['synchronisation', 'failed', 'pending', 'item', 'queue']","['synchronis', 'fail', 'pend', 'item', 'queue']"
Geth/v0.9.19/darwin/go1.4 - Errors,903,https://github.com/ethereum/go-ethereum/issues/903,"['gethv0919darwingo14', 'errors']","['geth', 'v0', '9', '19', 'darwin', 'go1', '4', 'error']"
"eth.sendTransaction and get ""All sequential txs from this address(1e77db8f) will fail""",902,https://github.com/ethereum/go-ethereum/issues/902,"['ethsendtransaction', 'get', 'all', 'sequential', 'tx', 'address1e77db8f', 'fail']","['eth', 'sendtransact', 'get', 'all', 'sequenti', 'tx', 'address', '1e77db8f', 'fail']"
Fatal: Could not create the account: encoding/hex: invalid byte: U+007B '{',901,https://github.com/ethereum/go-ethereum/issues/901,"['fatal', 'could', 'create', 'account', 'encodinghex', 'invalid', 'byte', 'u007b']","['fatal', 'could', 'creat', 'account', 'encod', 'hex', 'invalid', 'byte', 'u', '007b']"
.ethash is not stored under --datadir,900,https://github.com/ethereum/go-ethereum/issues/900,"['ethash', 'stored', 'datadir']","['ethash', 'store', 'datadir']"
"compiler, cli/js: fix solidity compiler tests",899,https://github.com/ethereum/go-ethereum/issues/899,"['compiler', 'clijs', 'fix', 'solidity', 'compiler', 'test']","['compil', 'cli', 'js', 'fix', 'solid', 'compil', 'test']"
(Fatal: file missing) go-ethereum and cpp-ethereum are sharing the same .ethereum folder,898,https://github.com/ethereum/go-ethereum/issues/898,"['fatal', 'file', 'missing', 'goethereum', 'cppethereum', 'sharing', 'ethereum', 'folder']","['fatal', 'file', 'miss', 'go', 'ethereum', 'cpp', 'ethereum', 'share', 'ethereum', 'folder']"
admin.miner.start argument not used,897,https://github.com/ethereum/go-ethereum/issues/897,"['adminminerstart', 'argument', 'used']","['admin', 'miner', 'start', 'argument', 'use']"
Mining fails after Importing Ethersale wallet - even with the creation of new accounts and wallets,896,https://github.com/ethereum/go-ethereum/issues/896,"['mining', 'fails', 'importing', 'ethersale', 'wallet', 'even', 'creation', 'new', 'account', 'wallet']","['mine', 'fail', 'import', 'ethersal', 'wallet', 'even', 'creation', 'new', 'account', 'wallet']"
Block and mining mismatch,895,https://github.com/ethereum/go-ethereum/issues/895,"['block', 'mining', 'mismatch']","['block', 'mine', 'mismatch']"
ethdb: set open file limit to 128 for all leveldbs,894,https://github.com/ethereum/go-ethereum/issues/894,"['ethdb', 'set', 'open', 'file', 'limit', '128', 'leveldbs']","['ethdb', 'set', 'open', 'file', 'limit', '128', 'leveldb']"
eth: added a cancel method for the downloader,893,https://github.com/ethereum/go-ethereum/issues/893,"['eth', 'added', 'cancel', 'method', 'downloader']","['eth', 'ad', 'cancel', 'method', 'download']"
Geth transactions not propagated to eth cpp nodes,892,https://github.com/ethereum/go-ethereum/issues/892,"['geth', 'transaction', 'propagated', 'eth', 'cpp', 'node']","['geth', 'transact', 'propag', 'eth', 'cpp', 'node']"
transactions taking a long time and many empty blocks before ending up on blockchain,891,https://github.com/ethereum/go-ethereum/issues/891,"['transaction', 'taking', 'long', 'time', 'many', 'empty', 'block', 'ending', 'blockchain']","['transact', 'take', 'long', 'time', 'mani', 'empti', 'block', 'end', 'blockchain']"
UPnP not discovered,890,https://github.com/ethereum/go-ethereum/issues/890,"['upnp', 'discovered']","['upnp', 'discov']"
geth 0.9.18 can't generate DAG,889,https://github.com/ethereum/go-ethereum/issues/889,"['geth', '0918', 'cant', 'generate', 'dag']","['geth', '0', '9', '18', 'gener', 'dag']"
"miner, flags: Configurable gas price & log flag change",888,https://github.com/ethereum/go-ethereum/issues/888,"['miner', 'flag', 'configurable', 'gas', 'price', 'log', 'flag', 'change']","['miner', 'flag', 'configur', 'ga', 'price', 'log', 'flag', 'chang']"
miner send on closed channel on miner.stop in js console,887,https://github.com/ethereum/go-ethereum/issues/887,"['miner', 'send', 'closed', 'channel', 'minerstop', 'j', 'console']","['miner', 'send', 'close', 'channel', 'miner', 'stop', 'js', 'consol']"
Geth not requiring required parameters with eth_call,886,https://github.com/ethereum/go-ethereum/issues/886,"['geth', 'requiring', 'required', 'parameter', 'eth_call']","['geth', 'requir', 'requir', 'paramet', 'eth_cal']"
p2p: more last-minute fixes,885,https://github.com/ethereum/go-ethereum/issues/885,"['p2p', 'lastminute', 'fix']","['p2p', 'last', 'minut', 'fix']"
Return null for some properties in pending logs and transactions and blocks,884,https://github.com/ethereum/go-ethereum/issues/884,"['return', 'null', 'property', 'pending', 'log', 'transaction', 'block']","['return', 'null', 'properti', 'pend', 'log', 'transact', 'block']"
Use libsecp256k1 for scalar mult in ECDH in ECIES,883,https://github.com/ethereum/go-ethereum/issues/883,"['use', 'libsecp256k1', 'scalar', 'mult', 'ecdh', 'ecies']","['use', 'libsecp256k1', 'scalar', 'mult', 'ecdh', 'eci']"
Otto.ToValue concurrency error fixed,882,https://github.com/ethereum/go-ethereum/issues/882,"['ottotovalue', 'concurrency', 'error', 'fixed']","['otto', 'tovalu', 'concurr', 'error', 'fix']"
Creating whisper identity error,881,https://github.com/ethereum/go-ethereum/issues/881,"['creating', 'whisper', 'identity', 'error']","['creat', 'whisper', 'ident', 'error']"
Accept error: accept tcp 127.0.0.1:8545: too many open files,880,https://github.com/ethereum/go-ethereum/issues/880,"['accept', 'error', 'accept', 'tcp', '1270018545', 'many', 'open', 'file']","['accept', 'error', 'accept', 'tcp', '127', '0', '0', '1', '8545', 'mani', 'open', 'file']"
eth_getBlockByNumber does not have size and totalDifficulty,879,https://github.com/ethereum/go-ethereum/issues/879,"['eth_getblockbynumber', 'size', 'totaldifficulty']","['eth_getblockbynumb', 'size', 'totaldifficulti']"
Geth and cpp eth have different transaction hash,878,https://github.com/ethereum/go-ethereum/issues/878,"['geth', 'cpp', 'eth', 'different', 'transaction', 'hash']","['geth', 'cpp', 'eth', 'differ', 'transact', 'hash']"
"Update ethash deps (more build fixes, tests)",877,https://github.com/ethereum/go-ethereum/issues/877,"['update', 'ethash', 'deps', 'build', 'fix', 'test']","['updat', 'ethash', 'dep', 'build', 'fix', 'test']"
"jsre, cmd/geth: updated web3.js and altered settimeout",876,https://github.com/ethereum/go-ethereum/issues/876,"['jsre', 'cmdgeth', 'updated', 'web3js', 'altered', 'settimeout']","['jsre', 'cmd', 'geth', 'updat', 'web3', 'js', 'alter', 'settimeout']"
Test updates,875,https://github.com/ethereum/go-ethereum/issues/875,"['test', 'update']","['test', 'updat']"
Dev commit. Squash this commit in later rebase,874,https://github.com/ethereum/go-ethereum/issues/874,"['dev', 'commit', 'squash', 'commit', 'later', 'rebase']","['dev', 'commit', 'squash', 'commit', 'later', 'rebas']"
mining stalls after invalid block,873,https://github.com/ethereum/go-ethereum/issues/873,"['mining', 'stall', 'invalid', 'block']","['mine', 'stall', 'invalid', 'block']"
Out of Gas with gasprice 0 results in loss of wei,872,https://github.com/ethereum/go-ethereum/issues/872,"['out', 'gas', 'gasprice', '0', 'result', 'loss', 'wei']","['out', 'ga', 'gaspric', '0', 'result', 'loss', 'wei']"
eth_call out of gas error,871,https://github.com/ethereum/go-ethereum/issues/871,"['eth_call', 'gas', 'error']","['eth_cal', 'ga', 'error']"
transactions are not created / broadcasted / mined,870,https://github.com/ethereum/go-ethereum/issues/870,"['transaction', 'created', 'broadcasted', 'mined']","['transact', 'creat', 'broadcast', 'mine']"
eth: close of closed channel on shutdown,869,https://github.com/ethereum/go-ethereum/issues/869,"['eth', 'close', 'closed', 'channel', 'shutdown']","['eth', 'close', 'close', 'channel', 'shutdown']"
Block downloader pauses after receiving block with invalid receipt root hash,868,https://github.com/ethereum/go-ethereum/issues/868,"['block', 'downloader', 'pause', 'receiving', 'block', 'invalid', 'receipt', 'root', 'hash']","['block', 'download', 'paus', 'receiv', 'block', 'invalid', 'receipt', 'root', 'hash']"
Fix block tests genesis block total difficulty,867,https://github.com/ethereum/go-ethereum/issues/867,"['fix', 'block', 'test', 'genesis', 'block', 'total', 'difficulty']","['fix', 'block', 'test', 'genesi', 'block', 'total', 'difficulti']"
Last minute p2p fixes,866,https://github.com/ethereum/go-ethereum/issues/866,"['last', 'minute', 'p2p', 'fix']","['last', 'minut', 'p2p', 'fix']"
DoS fix: add check for wrong block number in chain fork,865,https://github.com/ethereum/go-ethereum/issues/865,"['dos', 'fix', 'add', 'check', 'wrong', 'block', 'number', 'chain', 'fork']","['do', 'fix', 'add', 'check', 'wrong', 'block', 'number', 'chain', 'fork']"
"xeth, core, event/filter, rpc: new block and transaction filters",864,https://github.com/ethereum/go-ethereum/issues/864,"['xeth', 'core', 'eventfilter', 'rpc', 'new', 'block', 'transaction', 'filter']","['xeth', 'core', 'event', 'filter', 'rpc', 'new', 'block', 'transact', 'filter']"
"eth/downloader: prioritize block fetch based on chain position, cap memo...",863,https://github.com/ethereum/go-ethereum/issues/863,"['ethdownloader', 'prioritize', 'block', 'fetch', 'based', 'chain', 'position', 'cap', 'memo']","['eth', 'download', 'priorit', 'block', 'fetch', 'base', 'chain', 'posit', 'cap', 'memo']"
xeth: RPC processing for filters can hang (maybe due to lock contention),862,https://github.com/ethereum/go-ethereum/issues/862,"['xeth', 'rpc', 'processing', 'filter', 'hang', 'maybe', 'due', 'lock', 'contention']","['xeth', 'rpc', 'process', 'filter', 'hang', 'mayb', 'due', 'lock', 'content']"
core: transaction pool fixes & resending transactions,861,https://github.com/ethereum/go-ethereum/issues/861,"['core', 'transaction', 'pool', 'fix', 'resending', 'transaction']","['core', 'transact', 'pool', 'fix', 'resend', 'transact']"
Mining freezes docker container,860,https://github.com/ethereum/go-ethereum/issues/860,"['mining', 'freeze', 'docker', 'container']","['mine', 'freez', 'docker', 'contain']"
Ethash reloaded,859,https://github.com/ethereum/go-ethereum/issues/859,"['ethash', 'reloaded']","['ethash', 'reload']"
"eth/downloader: fetch blocks in chain order, concurrently with fetch hashes",858,https://github.com/ethereum/go-ethereum/issues/858,"['ethdownloader', 'fetch', 'block', 'chain', 'order', 'concurrently', 'fetch', 'hash']","['eth', 'download', 'fetch', 'block', 'chain', 'order', 'concurr', 'fetch', 'hash']"
Add block hash saving for non canon blocks,857,https://github.com/ethereum/go-ethereum/issues/857,"['add', 'block', 'hash', 'saving', 'non', 'canon', 'block']","['add', 'block', 'hash', 'save', 'non', 'canon', 'block']"
cmd/geth: colorize console output in windows,856,https://github.com/ethereum/go-ethereum/issues/856,"['cmdgeth', 'colorize', 'console', 'output', 'window']","['cmd', 'geth', 'color', 'consol', 'output', 'window']"
eth_getFilterLogs returns logs in reversed order,855,https://github.com/ethereum/go-ethereum/issues/855,"['eth_getfilterlogs', 'return', 'log', 'reversed', 'order']","['eth_getfilterlog', 'return', 'log', 'revers', 'order']"
Mining fails on Windows,854,https://github.com/ethereum/go-ethereum/issues/854,"['mining', 'fails', 'windows']","['mine', 'fail', 'window']"
Weird console on Windows,853,https://github.com/ethereum/go-ethereum/issues/853,"['weird', 'console', 'windows']","['weird', 'consol', 'window']"
eth_getFilterChanges don't receive logs in pending state when toBlock: 'pending',852,https://github.com/ethereum/go-ethereum/issues/852,"['eth_getfilterchanges', 'dont', 'receive', 'log', 'pending', 'state', 'toblock', 'pending']","['eth_getfilterchang', 'receiv', 'log', 'pend', 'state', 'toblock', 'pend']"
eth_getFilterLogs don't return anything when toBlock: 'pending',851,https://github.com/ethereum/go-ethereum/issues/851,"['eth_getfilterlogs', 'dont', 'return', 'anything', 'toblock', 'pending']","['eth_getfilterlog', 'return', 'anyth', 'toblock', 'pend']"
New chain fork code crashes in block tests,850,https://github.com/ethereum/go-ethereum/issues/850,"['new', 'chain', 'fork', 'code', 'crash', 'block', 'test']","['new', 'chain', 'fork', 'code', 'crash', 'block', 'test']"
Build error on Ubuntu 15.04,849,https://github.com/ethereum/go-ethereum/issues/849,"['build', 'error', 'ubuntu', '1504']","['build', 'error', 'ubuntu', '15', '04']"
XMLHttpRequest errors upon starting up,848,https://github.com/ethereum/go-ethereum/issues/848,"['xmlhttprequest', 'error', 'upon', 'starting']","['xmlhttprequest', 'error', 'upon', 'start']"
crypto/ecies: correct IV and MAC,847,https://github.com/ethereum/go-ethereum/issues/847,"['cryptoecies', 'correct', 'iv', 'mac']","['crypto', 'eci', 'correct', 'iv', 'mac']"
Database corruption when downloading and stopping client,846,https://github.com/ethereum/go-ethereum/issues/846,"['database', 'corruption', 'downloading', 'stopping', 'client']","['databas', 'corrupt', 'download', 'stop', 'client']"
transactions lost.  removed tx from pool: Nonce too low,845,https://github.com/ethereum/go-ethereum/issues/845,"['transaction', 'lost', 'removed', 'tx', 'pool', 'nonce', 'low']","['transact', 'lost', 'remov', 'tx', 'pool', 'nonc', 'low']"
Crash after synchronization of blocks.,843,https://github.com/ethereum/go-ethereum/issues/843,"['crash', 'synchronization', 'block']","['crash', 'synchron', 'block']"
"contract is sent and gets an address, but eth.getCode returns 0x",842,https://github.com/ethereum/go-ethereum/issues/842,"['contract', 'sent', 'get', 'address', 'ethgetcode', 'return', '0x']","['contract', 'sent', 'get', 'address', 'eth', 'getcod', 'return', '0x']"
eth_call should not accept gas,841,https://github.com/ethereum/go-ethereum/issues/841,"['eth_call', 'accept', 'gas']","['eth_cal', 'accept', 'ga']"
p2p: throttled handshakes,840,https://github.com/ethereum/go-ethereum/issues/840,"['p2p', 'throttled', 'handshake']","['p2p', 'throttl', 'handshak']"
p2p: throttle peers to prevent hammering,839,https://github.com/ethereum/go-ethereum/issues/839,"['p2p', 'throttle', 'peer', 'prevent', 'hammering']","['p2p', 'throttl', 'peer', 'prevent', 'hammer']"
p2p/discover: node database followup issues,838,https://github.com/ethereum/go-ethereum/issues/838,"['p2pdiscover', 'node', 'database', 'followup', 'issue']","['p2p', 'discov', 'node', 'databas', 'followup', 'issu']"
Error in `geth': free(): invalid pointer: 0x000000c28c686008,837,https://github.com/ethereum/go-ethereum/issues/837,"['error', 'geth', 'free', 'invalid', 'pointer', '0x000000c28c686008']","['error', 'geth', 'free', 'invalid', 'pointer', '0x000000c28c686008']"
"eth, p2p: support internal trusted peer list",836,https://github.com/ethereum/go-ethereum/issues/836,"['eth', 'p2p', 'support', 'internal', 'trusted', 'peer', 'list']","['eth', 'p2p', 'support', 'intern', 'trust', 'peer', 'list']"
"eth, eth/downloader: error handlers and td checks",835,https://github.com/ethereum/go-ethereum/issues/835,"['eth', 'ethdownloader', 'error', 'handler', 'td', 'check']","['eth', 'eth', 'download', 'error', 'handler', 'td', 'check']"
Unable to send transaction,834,https://github.com/ethereum/go-ethereum/issues/834,"['unable', 'send', 'transaction']","['unabl', 'send', 'transact']"
solidity compiler and contract metadocs integration,833,https://github.com/ethereum/go-ethereum/issues/833,"['solidity', 'compiler', 'contract', 'metadocs', 'integration']","['solid', 'compil', 'contract', 'metadoc', 'integr']"
"p2p: trusted peers, dial throttling",832,https://github.com/ethereum/go-ethereum/issues/832,"['p2p', 'trusted', 'peer', 'dial', 'throttling']","['p2p', 'trust', 'peer', 'dial', 'throttl']"
