issue,number,state,link 
Error message inaccurate when querying future block.,3483,closed,https://github.com/ethereum/go-ethereum/issues/3483
cmd/disasm: Fix off-by-one error and improve error handling.,3482,closed,https://github.com/ethereum/go-ethereum/issues/3482
swarm config file options take precedence over command line arguments #3444,3481,closed,https://github.com/ethereum/go-ethereum/issues/3481
swarm/api: correct bzz.resolve functionality,3480,closed,https://github.com/ethereum/go-ethereum/issues/3480
mobile: fix ropsten chain configs,3479,closed,https://github.com/ethereum/go-ethereum/issues/3479
"cmd, eth, miner: experimental zero-diff miner for dev/hack networks",3478,closed,https://github.com/ethereum/go-ethereum/issues/3478
swarm: bzz.resolve returns an error,3477,closed,https://github.com/ethereum/go-ethereum/issues/3477
swarm: bzzr: doesn't properly parse GET requests,3476,closed,https://github.com/ethereum/go-ethereum/issues/3476
"rpc: remove HexBytes, HexNumber",3475,closed,https://github.com/ethereum/go-ethereum/issues/3475
swarm Add convenience script to run singleton with geth support,3474,closed,https://github.com/ethereum/go-ethereum/issues/3474
personal_unlockAccount,3473,closed,https://github.com/ethereum/go-ethereum/issues/3473
API call to selectively delete old transactions and receipts,3472,closed,https://github.com/ethereum/go-ethereum/issues/3472
the actual minGasPrice for the miners is actually 90% of the specified one,3471,closed,https://github.com/ethereum/go-ethereum/issues/3471
swarm/http: check error returned by reader.Size,3470,closed,https://github.com/ethereum/go-ethereum/issues/3470
swarm/storage: call size before seek-from-end,3469,closed,https://github.com/ethereum/go-ethereum/issues/3469
swarm/api: check for zero length manifest error,3468,closed,https://github.com/ethereum/go-ethereum/issues/3468
swarm: trouble loading manifest entries whose key ends in a slash '/',3467,closed,https://github.com/ethereum/go-ethereum/issues/3467
[LES] stalls with 'Unregister failed: peer is not registered',3466,closed,https://github.com/ethereum/go-ethereum/issues/3466
no clear error when geth has run out of space to sync (at least in .ethash but maybe also in --datadir),3465,closed,https://github.com/ethereum/go-ethereum/issues/3465
accounts/abi: add support for anonymous events,3464,closed,https://github.com/ethereum/go-ethereum/issues/3464
eth/fetcher: delay blocks mined without the transactions in the queue,3463,closed,https://github.com/ethereum/go-ethereum/issues/3463
"cmd/geth, cmd/swarm: sort commands and flags by name",3462,closed,https://github.com/ethereum/go-ethereum/issues/3462
Swarm default output is far too verbose ,3461,closed,https://github.com/ethereum/go-ethereum/issues/3461
cmd/geth: enhance account output,3460,closed,https://github.com/ethereum/go-ethereum/issues/3460
build: automate homebrew packaging,3459,closed,https://github.com/ethereum/go-ethereum/issues/3459
windows:go-ethereum compile failed,3458,closed,https://github.com/ethereum/go-ethereum/issues/3458
Ubuntu PPA: Wrong swarm dependency installed on Ubuntu 16.04,3457,closed,https://github.com/ethereum/go-ethereum/issues/3457
swarm default value --bzznetworkid incorrect,3456,closed,https://github.com/ethereum/go-ethereum/issues/3456
"accounts, core, crypto, internal: use canonical sigs internally",3455,closed,https://github.com/ethereum/go-ethereum/issues/3455
core: allow zero priced transactions from inexistent accounts too,3454,closed,https://github.com/ethereum/go-ethereum/issues/3454
"internal/ethapi: fix hex handling for eth_sign, personal_{sign,recover}",3453,closed,https://github.com/ethereum/go-ethereum/issues/3453
swarm up uploader rewrite ,3452,closed,https://github.com/ethereum/go-ethereum/issues/3452
swarm binary merkle hash over 32-byte segments with segment proofs,3451,closed,https://github.com/ethereum/go-ethereum/issues/3451
swarm: implement offset-based index manifest builder on append only datastream,3450,closed,https://github.com/ethereum/go-ethereum/issues/3450
swarm/api refactor filesystem directory traversal and manifest building ,3449,closed,https://github.com/ethereum/go-ethereum/issues/3449
internal/ethapi: fix all signatures input being the same when message is not hex,3448,closed,https://github.com/ethereum/go-ethereum/issues/3448
error pages support for swarm http API,3447,closed,https://github.com/ethereum/go-ethereum/issues/3447
cmd/ensdns: Initial implementation of an ENS<->DNS gateway,3446,closed,https://github.com/ethereum/go-ethereum/issues/3446
p2p/nat: fix a bytes based net.IP comparison,3445,closed,https://github.com/ethereum/go-ethereum/issues/3445
swarm config file options take precedence over command line arguments,3444,closed,https://github.com/ethereum/go-ethereum/issues/3444
Probleme synchronisation,3443,closed,https://github.com/ethereum/go-ethereum/issues/3443
"p2p/discover, p2p/discv5: use flexible comparison for IPs",3442,closed,https://github.com/ethereum/go-ethereum/issues/3442
"VERSION, params: start Geth 1.5.6 development cycle",3441,closed,https://github.com/ethereum/go-ethereum/issues/3441
params: stable version 1.5.5,3440,closed,https://github.com/ethereum/go-ethereum/issues/3440
"build: Ubuntu wily was officially deprecated, drop support",3439,closed,https://github.com/ethereum/go-ethereum/issues/3439
"eth, miner: verify PoW in the remote agent to notify submitter",3438,closed,https://github.com/ethereum/go-ethereum/issues/3438
"travis, appveyor: build with Go 1.7.4",3437,closed,https://github.com/ethereum/go-ethereum/issues/3437
p2p/simulations: implement snapshot from journal ,3436,closed,https://github.com/ethereum/go-ethereum/issues/3436
Refactor filters to support iterator operation,3435,closed,https://github.com/ethereum/go-ethereum/issues/3435
cmd/geth: drop legacy android code,3434,closed,https://github.com/ethereum/go-ethereum/issues/3434
"core: import future blocks one-by-one, enfore chain ancestry",3433,closed,https://github.com/ethereum/go-ethereum/issues/3433
High average block time,3432,closed,https://github.com/ethereum/go-ethereum/issues/3432
Miner race fixes,3431,closed,https://github.com/ethereum/go-ethereum/issues/3431
miner: clean up unconfirmed mined block tracking,3430,closed,https://github.com/ethereum/go-ethereum/issues/3430
core: init pending state in tx pool on creation,3429,closed,https://github.com/ethereum/go-ethereum/issues/3429
Panic when sendingtransaction at early start (develop),3428,closed,https://github.com/ethereum/go-ethereum/issues/3428
"cmd/utils, eth: Add gzip support for chain dump and restore",3427,closed,https://github.com/ethereum/go-ethereum/issues/3427
"Bad block #2675000, Synchronisation failed: header processing canceled (requested)",3426,closed,https://github.com/ethereum/go-ethereum/issues/3426
netstats: time and block history,3425,closed,https://github.com/ethereum/go-ethereum/issues/3425
"cmd/geth, cmd/utils: support config files for cli params",3424,closed,https://github.com/ethereum/go-ethereum/issues/3424
Nearly instant full node start by using the light client as a fallback during sync,3423,closed,https://github.com/ethereum/go-ethereum/issues/3423
No Access-Control-Allow-Origin in the RPC response,3422,closed,https://github.com/ethereum/go-ethereum/issues/3422
cmd/swarm: one command  with subcommands,3421,closed,https://github.com/ethereum/go-ethereum/issues/3421
Bitchin' tricks - error in script on wiki page,3420,closed,https://github.com/ethereum/go-ethereum/issues/3420
build/nsis: safe update of PATH,3419,closed,https://github.com/ethereum/go-ethereum/issues/3419
Command line option --vmodule doesn't override --verbosity value,3418,closed,https://github.com/ethereum/go-ethereum/issues/3418
Account management API polishes,3417,closed,https://github.com/ethereum/go-ethereum/issues/3417
Feature-request: Return transaction on `sendTransaction`,3416,closed,https://github.com/ethereum/go-ethereum/issues/3416
accounts/abi: added ability for abi to keep note of the payable field,3415,closed,https://github.com/ethereum/go-ethereum/issues/3415
Fix for bzzup: trailing slash breaks uploader #3397,3414,closed,https://github.com/ethereum/go-ethereum/issues/3414
"les, p2p/discv5: implement server pool, improve peer selection, light fetcher and topic searching",3413,closed,https://github.com/ethereum/go-ethereum/issues/3413
core: bugfix state change race condition in txpool,3412,closed,https://github.com/ethereum/go-ethereum/issues/3412
whisper: refactoring,3411,closed,https://github.com/ethereum/go-ethereum/issues/3411
Preview of EVMJIT integration,3410,closed,https://github.com/ethereum/go-ethereum/issues/3410
Transactions between two nodes hosted on the same machine,3409,closed,https://github.com/ethereum/go-ethereum/issues/3409
mobile: iOS naming and API fixes for generators and Swift,3408,closed,https://github.com/ethereum/go-ethereum/issues/3408
"eth, internal/web3ext: implement storageRangeAt",3407,closed,https://github.com/ethereum/go-ethereum/issues/3407
Geth binary install killed Windows PATH,3406,closed,https://github.com/ethereum/go-ethereum/issues/3406
accounts/abi: added support for function types and subsequent tests,3405,closed,https://github.com/ethereum/go-ethereum/issues/3405
Non-working URL in project home page,3404,closed,https://github.com/ethereum/go-ethereum/issues/3404
accounts/abi: prepare ABI to handle fixed point types,3403,closed,https://github.com/ethereum/go-ethereum/issues/3403
"eth/filters, ethclient, ethereum: API improvements",3402,closed,https://github.com/ethereum/go-ethereum/issues/3402
bzzup: optionally generate index.html files for manifests,3401,closed,https://github.com/ethereum/go-ethereum/issues/3401
bzzd should have attach and account subcommands,3400,closed,https://github.com/ethereum/go-ethereum/issues/3400
"geth console eth.compile.solidity returns ""Error: invalid character""",3399,closed,https://github.com/ethereum/go-ethereum/issues/3399
bzzup: output confusing,3398,closed,https://github.com/ethereum/go-ethereum/issues/3398
bzzup: trailing slash breaks uploader,3397,closed,https://github.com/ethereum/go-ethereum/issues/3397
how does geth nodes coordinate with each other if they have different time setting (question),3396,closed,https://github.com/ethereum/go-ethereum/issues/3396
Homebrew package missing bzz* commands,3395,closed,https://github.com/ethereum/go-ethereum/issues/3395
Cannot shut down geth,3394,closed,https://github.com/ethereum/go-ethereum/issues/3394
Geth --light high incoming bandwidth usage,3393,closed,https://github.com/ethereum/go-ethereum/issues/3393
Go binding any update ?,3392,closed,https://github.com/ethereum/go-ethereum/issues/3392
swarm/api: Update ENS root address for Ropsten & prod,3391,closed,https://github.com/ethereum/go-ethereum/issues/3391
ethstats: check if received event is valid,3390,closed,https://github.com/ethereum/go-ethereum/issues/3390
Misc: Remove the message about PRs having to be applied on the develop branch,3389,closed,https://github.com/ethereum/go-ethereum/issues/3389
swarm/api/http: add support for CORS headers,3388,closed,https://github.com/ethereum/go-ethereum/issues/3388
function addBannedGlobalName does not run in transaction via JSON-RPC,3387,closed,https://github.com/ethereum/go-ethereum/issues/3387
accounts/abi: cannot unmarshal []*big.Int in to []uint32,3386,closed,https://github.com/ethereum/go-ethereum/issues/3386
cmd/geth: tidied up the source,3385,closed,https://github.com/ethereum/go-ethereum/issues/3385
Missing transactions on private chain,3384,closed,https://github.com/ethereum/go-ethereum/issues/3384
"Contract executing properly in Mist and in Solidity browser, but not in native geth",3383,closed,https://github.com/ethereum/go-ethereum/issues/3383
debug_traceTransaction JavaScript-based tracing - TypeError,3382,closed,https://github.com/ethereum/go-ethereum/issues/3382
"Missing ""error"" value for debug_traceTransaction",3381,closed,https://github.com/ethereum/go-ethereum/issues/3381
swarm uploader should take optonal argument to to empty path,3380,closed,https://github.com/ethereum/go-ethereum/issues/3380
RFC: Go API handling of missing items,3379,closed,https://github.com/ethereum/go-ethereum/issues/3379
core/vm: improved EVM run loop & instruction calling,3378,closed,https://github.com/ethereum/go-ethereum/issues/3378
update helpscreen's testnet description,3377,closed,https://github.com/ethereum/go-ethereum/issues/3377
cmd: drop DAO related choice flags since ETC diverged,3376,closed,https://github.com/ethereum/go-ethereum/issues/3376
Swarm: flag provided but not defined: -bzznoswap,3375,closed,https://github.com/ethereum/go-ethereum/issues/3375
"Feature request, RPC interface: debug_getStorageAt",3374,closed,https://github.com/ethereum/go-ethereum/issues/3374
ethstats: don't drop concurrent head reports (mini forks),3373,closed,https://github.com/ethereum/go-ethereum/issues/3373
core: leave contract addr in receipt empty when deployment fails,3372,closed,https://github.com/ethereum/go-ethereum/issues/3372
abigen java setters/constructor doesn't work on mobile,3371,closed,https://github.com/ethereum/go-ethereum/issues/3371
"ethstats: report block miner, gas limit and gas consumption",3370,closed,https://github.com/ethereum/go-ethereum/issues/3370
Remove state copying,3369,closed,https://github.com/ethereum/go-ethereum/issues/3369
node: improve error handling for web3_sha3 RPC method,3368,closed,https://github.com/ethereum/go-ethereum/issues/3368
Geth v1.5.4 JSON RPC behaving incorrectly,3367,closed,https://github.com/ethereum/go-ethereum/issues/3367
Document tx.To() in case of contract creation txs,3366,closed,https://github.com/ethereum/go-ethereum/issues/3366
ethstats: simultaneous events not reported,3365,closed,https://github.com/ethereum/go-ethereum/issues/3365
whisper: refactoring,3364,closed,https://github.com/ethereum/go-ethereum/issues/3364
"common/hexutil: fix Test{Decode,Unmarshal}Uint64 on 32bit arch",3363,closed,https://github.com/ethereum/go-ethereum/issues/3363
"build: use single CocoaPods package, pre-release dev builds",3362,closed,https://github.com/ethereum/go-ethereum/issues/3362
"VERSION, params: unstable version bump 1.5.5",3361,closed,https://github.com/ethereum/go-ethereum/issues/3361
params: stable version 1.5.4,3360,closed,https://github.com/ethereum/go-ethereum/issues/3360
swarm daemon fixes,3359,closed,https://github.com/ethereum/go-ethereum/issues/3359
accounts: work around Windows non-atomic renames and reenable fs events,3358,closed,https://github.com/ethereum/go-ethereum/issues/3358
light: implemented VMState.Empty(),3357,closed,https://github.com/ethereum/go-ethereum/issues/3357
accounts: disable file system watcher on windows,3356,closed,https://github.com/ethereum/go-ethereum/issues/3356
Improve hex encoding/decoding,3355,closed,https://github.com/ethereum/go-ethereum/issues/3355
"build/ci: add swarm tools (bzzd, bzzup, bzzhash) to binary packages",3354,closed,https://github.com/ethereum/go-ethereum/issues/3354
geth --light hits exception when querying contracts,3353,closed,https://github.com/ethereum/go-ethereum/issues/3353
internal/build: use 'git tag --points-at' to get the current tag,3352,closed,https://github.com/ethereum/go-ethereum/issues/3352
"les, p2p/discv5: implement server pool and improve topic searching",3351,closed,https://github.com/ethereum/go-ethereum/issues/3351
Swarm: CORS during Đapp development,3350,closed,https://github.com/ethereum/go-ethereum/issues/3350
Please release versioned docker images.,3349,closed,https://github.com/ethereum/go-ethereum/issues/3349
"core, core/vm: Implemented a generic environment",3348,closed,https://github.com/ethereum/go-ethereum/issues/3348
core: fixed unwinding bad hash,3347,closed,https://github.com/ethereum/go-ethereum/issues/3347
"common/registrar, eth: removed registrar (tech debt)",3346,closed,https://github.com/ethereum/go-ethereum/issues/3346
"Makefile, build: do proper mobile builds, not cross builds",3345,closed,https://github.com/ethereum/go-ethereum/issues/3345
v1.5.3 build err,3344,closed,https://github.com/ethereum/go-ethereum/issues/3344
'cache' option causes Out Of Memory exception,3343,closed,https://github.com/ethereum/go-ethereum/issues/3343
Error during make geth,3342,closed,https://github.com/ethereum/go-ethereum/issues/3342
"core, core/state: fixed consensus issue added touch revert",3341,closed,https://github.com/ethereum/go-ethereum/issues/3341
abi: cannot unmarshal []*big.Int in to []uint32,3340,closed,https://github.com/ethereum/go-ethereum/issues/3340
Various differences returned by 'geth' vs. 'parity' RPC,3339,closed,https://github.com/ethereum/go-ethereum/issues/3339
"miner: remove dead code, add gas price getter",3338,closed,https://github.com/ethereum/go-ethereum/issues/3338
core: remove dead event,3337,closed,https://github.com/ethereum/go-ethereum/issues/3337
"cmd, ethstats, les, mobile, params: native netstats",3336,closed,https://github.com/ethereum/go-ethereum/issues/3336
bzzd crashes if  bootnodes flag specified,3335,closed,https://github.com/ethereum/go-ethereum/issues/3335
bzzd's ethapi flag should not be mandatory,3334,closed,https://github.com/ethereum/go-ethereum/issues/3334
Change GPLv3 License,3333,closed,https://github.com/ethereum/go-ethereum/issues/3333
Allow configuration via a config file,3332,closed,https://github.com/ethereum/go-ethereum/issues/3332
"ethclient: ""invalid memory address or nil pointer dereference"" in BlockByNumber",3331,closed,https://github.com/ethereum/go-ethereum/issues/3331
ethclient: FilterLogs treats FilterQuery properties disjunctive,3330,closed,https://github.com/ethereum/go-ethereum/issues/3330
"Geth doesn't pick nodes from static-nodes.json, while admin.addPeer works for the same nodes",3329,closed,https://github.com/ethereum/go-ethereum/issues/3329
"ethclient: ""invalid hex log data"" when using FilterLogs",3328,closed,https://github.com/ethereum/go-ethereum/issues/3328
build: remove hash metadata from cocoapod version,3327,closed,https://github.com/ethereum/go-ethereum/issues/3327
cannot connect to static/trusted peers with --maxpeers 0,3326,closed,https://github.com/ethereum/go-ethereum/issues/3326
"Prevent relay of invalid IPs, add --netrestrict",3325,closed,https://github.com/ethereum/go-ethereum/issues/3325
"Revert ""whisper: refactoring""",3324,closed,https://github.com/ethereum/go-ethereum/issues/3324
web3 getTransactionReceipt does not return a receipt if tx is pending,3323,closed,https://github.com/ethereum/go-ethereum/issues/3323
Mobile ci fixes,3322,closed,https://github.com/ethereum/go-ethereum/issues/3322
Dockerfile: Create dockerfile for 1.4 release branch,3321,closed,https://github.com/ethereum/go-ethereum/issues/3321
core: improved bad block error reporting,3320,closed,https://github.com/ethereum/go-ethereum/issues/3320
Could not coonect to node during installation in test net . ,3319,closed,https://github.com/ethereum/go-ethereum/issues/3319
Chained delegatecall causes exception (Bad jump destination),3318,closed,https://github.com/ethereum/go-ethereum/issues/3318
"build, internal/build: simplify unstable build checks",3317,closed,https://github.com/ethereum/go-ethereum/issues/3317
Building Geth 1.4.19 with Chocolatey - Godep error,3316,closed,https://github.com/ethereum/go-ethereum/issues/3316
core: new ropsten testnet,3315,closed,https://github.com/ethereum/go-ethereum/issues/3315
web3_sha3 method over RPC always returns the same hash for non-hex-encoded strings,3314,closed,https://github.com/ethereum/go-ethereum/issues/3314
core: add verbose output in the case of gas use error,3313,closed,https://github.com/ethereum/go-ethereum/issues/3313
README: Changed http:// to https:// on one link,3312,closed,https://github.com/ethereum/go-ethereum/issues/3312
Performing port Scans?,3311,closed,https://github.com/ethereum/go-ethereum/issues/3311
Download page fails on IE,3310,closed,https://github.com/ethereum/go-ethereum/issues/3310
core: eip unit tests,3309,closed,https://github.com/ethereum/go-ethereum/issues/3309
accounts/abi: fix unpacking of arrays of arrays,3308,closed,https://github.com/ethereum/go-ethereum/issues/3308
"cmd/bzzd: ""Manifest 1ff07d81 is malformed: unexpected end of JSON input""",3307,closed,https://github.com/ethereum/go-ethereum/issues/3307
"VERSION, cmd/utils: Bump version number",3306,closed,https://github.com/ethereum/go-ethereum/issues/3306
"ethclient: SubscribeFilterLogs returns ""notifications not supported""",3305,closed,https://github.com/ethereum/go-ethereum/issues/3305
cmd/utils: Bump version to 1.5.2,3304,closed,https://github.com/ethereum/go-ethereum/issues/3304
core: Don't perform EIP150 hash check on uncles,3303,closed,https://github.com/ethereum/go-ethereum/issues/3303
accounts/abi: Index output for slices and arrays correctly,3302,closed,https://github.com/ethereum/go-ethereum/issues/3302
accounts/abi: Must copy arrays of arrays element wise,3301,closed,https://github.com/ethereum/go-ethereum/issues/3301
node: Remove redundant filepath.Join in parsePersistentNodes.,3300,closed,https://github.com/ethereum/go-ethereum/issues/3300
cmd/bzzup: fixed dir prefixes in manifests,3299,closed,https://github.com/ethereum/go-ethereum/issues/3299
RPC vulnerable?,3298,closed,https://github.com/ethereum/go-ethereum/issues/3298
cmd/bzzup: fixed dir prefixes in manifests (swarm upload),3297,closed,https://github.com/ethereum/go-ethereum/issues/3297
swarm fixes,3296,closed,https://github.com/ethereum/go-ethereum/issues/3296
Turns out we do need git in our Docker build.,3295,closed,https://github.com/ethereum/go-ethereum/issues/3295
README: add documentation for bzz related executables to the table,3294,closed,https://github.com/ethereum/go-ethereum/issues/3294
go-ethereum README should document bzz executables,3293,closed,https://github.com/ethereum/go-ethereum/issues/3293
bzzd should support alternative separate swarms,3292,closed,https://github.com/ethereum/go-ethereum/issues/3292
bzz RPC module methods are incorrect,3291,closed,https://github.com/ethereum/go-ethereum/issues/3291
cmd/bzzd: set bzznoswap to true by default ,3290,closed,https://github.com/ethereum/go-ethereum/issues/3290
ethclient: imports crypto/secp256k1,3289,closed,https://github.com/ethereum/go-ethereum/issues/3289
travis: dash of black magic to summon the cache daemon,3288,closed,https://github.com/ethereum/go-ethereum/issues/3288
Synchronisation failed: block download canceled (requested),3287,closed,https://github.com/ethereum/go-ethereum/issues/3287
Editing required for abigen for Java and runtime error for big.Int after editing.,3286,closed,https://github.com/ethereum/go-ethereum/issues/3286
default ipc modules incorrect in help output ,3285,closed,https://github.com/ethereum/go-ethereum/issues/3285
nodiscover option to be allowed for bzzd,3284,closed,https://github.com/ethereum/go-ethereum/issues/3284
Release/1.5.1,3283,closed,https://github.com/ethereum/go-ethereum/issues/3283
eth_estimateGas returns incorrect amount for transactions with refunds,3282,closed,https://github.com/ethereum/go-ethereum/issues/3282
improve some test loop,3281,closed,https://github.com/ethereum/go-ethereum/issues/3281
build: set GO15VENDOREXPERIMENT in env.sh,3280,closed,https://github.com/ethereum/go-ethereum/issues/3280
Version 1 5 2,3279,closed,https://github.com/ethereum/go-ethereum/issues/3279
utils: bump stable 1.5.1,3278,closed,https://github.com/ethereum/go-ethereum/issues/3278
1.5.0 compile eror,3277,closed,https://github.com/ethereum/go-ethereum/issues/3277
Fatal: Error starting protocol stack: Missing trie node x,3276,closed,https://github.com/ethereum/go-ethereum/issues/3276
les: fixed logging,3275,closed,https://github.com/ethereum/go-ethereum/issues/3275
travis: only install the needed three android platforms,3274,closed,https://github.com/ethereum/go-ethereum/issues/3274
cmd/utils: remove jit flag handling,3273,closed,https://github.com/ethereum/go-ethereum/issues/3273
cmd/utils: set the correct field on testnet EIP 155,3272,closed,https://github.com/ethereum/go-ethereum/issues/3272
Dockerfile revamp,3271,closed,https://github.com/ethereum/go-ethereum/issues/3271
"README, VERSION: update for 1.5 release",3270,closed,https://github.com/ethereum/go-ethereum/issues/3270
"ethclient: ""missing required JSON transaction signature fields""",3269,closed,https://github.com/ethereum/go-ethereum/issues/3269
build: master is unstable,3268,closed,https://github.com/ethereum/go-ethereum/issues/3268
Release/1.4,3267,closed,https://github.com/ethereum/go-ethereum/issues/3267
travis.yml: upload to the real PPA,3266,closed,https://github.com/ethereum/go-ethereum/issues/3266
travis: force xcode to finish iOS simulator configs,3265,closed,https://github.com/ethereum/go-ethereum/issues/3265
params: hardfork blocknumber,3264,closed,https://github.com/ethereum/go-ethereum/issues/3264
"travis, build: further maven and gpg refinements",3263,closed,https://github.com/ethereum/go-ethereum/issues/3263
"travis, build: fix mobile build issues on travis",3262,closed,https://github.com/ethereum/go-ethereum/issues/3262
proposal of setting private key path,3261,closed,https://github.com/ethereum/go-ethereum/issues/3261
utils: unstable 1.5.1,3260,closed,https://github.com/ethereum/go-ethereum/issues/3260
utils: stable 1.5.0,3259,closed,https://github.com/ethereum/go-ethereum/issues/3259
"travis: work around ""timeout features""",3258,closed,https://github.com/ethereum/go-ethereum/issues/3258
"core, core/types: refactored tx chain id checking",3257,closed,https://github.com/ethereum/go-ethereum/issues/3257
les: cleaned up logging,3256,closed,https://github.com/ethereum/go-ethereum/issues/3256
Bad block #2616706 (0xb44e5466b2d7f1df73e45efbc6e00aa6aa07456e484d91e8d1341dbb8092f96b),3255,closed,https://github.com/ethereum/go-ethereum/issues/3255
Windows: not getting new blocks (stuck at 2609182),3254,closed,https://github.com/ethereum/go-ethereum/issues/3254
Light client bugfixes and updates,3253,closed,https://github.com/ethereum/go-ethereum/issues/3253
1.4 HF,3252,closed,https://github.com/ethereum/go-ethereum/issues/3252
cmd/geth: tidied up the source,3251,closed,https://github.com/ethereum/go-ethereum/issues/3251
all: run RPC APIs on top of the stable Go API,3250,closed,https://github.com/ethereum/go-ethereum/issues/3250
"What's the difference between CanonStatTy, SplitStatTy, and SideStatTy?",3249,closed,https://github.com/ethereum/go-ethereum/issues/3249
Topic discovery bugfix,3248,closed,https://github.com/ethereum/go-ethereum/issues/3248
cmd: add swarm command line tools,3247,closed,https://github.com/ethereum/go-ethereum/issues/3247
"Geth 1.4.18 Bad Block 1,837,907 on Testnet",3246,closed,https://github.com/ethereum/go-ethereum/issues/3246
accounts: retry account renaming to avoid sync races,3245,closed,https://github.com/ethereum/go-ethereum/issues/3245
cmd/geth: reinstate dropped --cache flag,3244,closed,https://github.com/ethereum/go-ethereum/issues/3244
build: fix remote path for archive uploads,3243,closed,https://github.com/ethereum/go-ethereum/issues/3243
containers/docker: make ubuntu images standalone,3242,closed,https://github.com/ethereum/go-ethereum/issues/3242
internal/build: call correct signer method,3241,closed,https://github.com/ethereum/go-ethereum/issues/3241
NSIS based Windows installer,3240,closed,https://github.com/ethereum/go-ethereum/issues/3240
build: fix missing .exe executable names on cross builds,3239,closed,https://github.com/ethereum/go-ethereum/issues/3239
"appveyor: build 386 too, upload both to the gethstore",3238,closed,https://github.com/ethereum/go-ethereum/issues/3238
`constant` functions should not be subject to gas limit and block gas limit,3237,closed,https://github.com/ethereum/go-ethereum/issues/3237
"All flags are ""provided but not defined""",3236,closed,https://github.com/ethereum/go-ethereum/issues/3236
travis: build to all supported linux architectures,3235,closed,https://github.com/ethereum/go-ethereum/issues/3235
travis: build to all supported linux architectures,3234,closed,https://github.com/ethereum/go-ethereum/issues/3234
debug_traceTransaction not show 'out of gas',3233,closed,https://github.com/ethereum/go-ethereum/issues/3233
Light Client,3232,closed,https://github.com/ethereum/go-ethereum/issues/3232
"console, vendor: update liner and enable multiline mode",3231,closed,https://github.com/ethereum/go-ethereum/issues/3231
ethclient: missing mixHash in JSON block header,3230,closed,https://github.com/ethereum/go-ethereum/issues/3230
"build, internal/build: misc improvements",3229,closed,https://github.com/ethereum/go-ethereum/issues/3229
how long does the tx  stay in the queue in txpool?,3228,closed,https://github.com/ethereum/go-ethereum/issues/3228
cmd/geth: improve command help messages,3227,closed,https://github.com/ethereum/go-ethereum/issues/3227
"travis, build: implement uploading archives to azure",3226,closed,https://github.com/ethereum/go-ethereum/issues/3226
common/math: go fmt,3225,closed,https://github.com/ethereum/go-ethereum/issues/3225
whisper: refactoring,3224,closed,https://github.com/ethereum/go-ethereum/issues/3224
"core, light, miner, trie: add direct cache for state values",3223,closed,https://github.com/ethereum/go-ethereum/issues/3223
a loop in unit test,3222,closed,https://github.com/ethereum/go-ethereum/issues/3222
Fix issues with software license links,3221,closed,https://github.com/ethereum/go-ethereum/issues/3221
Synch with Ethereum Wallet 0.8.7 nevers finishes on  testnet,3220,closed,https://github.com/ethereum/go-ethereum/issues/3220
eth/filter: add support for pending logs,3219,closed,https://github.com/ethereum/go-ethereum/issues/3219
"internal/debug, internal/ethapi, rpc, swarm/storage: go fmt",3218,closed,https://github.com/ethereum/go-ethereum/issues/3218
"Why I have so many ""malicious websites protection"" warnings from Malwarebytes when I use geth wit Mist wallet?",3217,closed,https://github.com/ethereum/go-ethereum/issues/3217
"core/state, eth/downloader, trie: reset fast-failure on progress",3216,closed,https://github.com/ethereum/go-ethereum/issues/3216
all: remove weird files,3215,closed,https://github.com/ethereum/go-ethereum/issues/3215
"common/math, core/vm: implement fast EXP.",3214,closed,https://github.com/ethereum/go-ethereum/issues/3214
a loop in unit test,3213,closed,https://github.com/ethereum/go-ethereum/issues/3213
typo fix,3212,closed,https://github.com/ethereum/go-ethereum/issues/3212
getTransactionCount always prints 1048576 for random addresses,3211,closed,https://github.com/ethereum/go-ethereum/issues/3211
swarm/services/chequebook: update chequebook for Solidity 4.3,3210,closed,https://github.com/ethereum/go-ethereum/issues/3210
ethclient: Changed TransactionByHash to only pass one argument to eth_getTransactionByHash,3209,closed,https://github.com/ethereum/go-ethereum/issues/3209
swarm/network: rewrite ,3208,closed,https://github.com/ethereum/go-ethereum/issues/3208
Geth 1.4.18 syncing is very slow,3207,closed,https://github.com/ethereum/go-ethereum/issues/3207
Fast sync reverting to regular or fast sync downloading all the blocks from the beginning,3206,closed,https://github.com/ethereum/go-ethereum/issues/3206
how to check an eth address is valid ?,3205,closed,https://github.com/ethereum/go-ethereum/issues/3205
"Prevent re-entrancy, fix balance check logic",3204,closed,https://github.com/ethereum/go-ethereum/issues/3204
"ethclient.TransactionByHash: ""too many params, want 1 got 2""",3203,closed,https://github.com/ethereum/go-ethereum/issues/3203
swarm/services/chequebook: Upgrade contract for Solidity 4.3.0,3202,closed,https://github.com/ethereum/go-ethereum/issues/3202
Checksum mismatch while syncing,3201,closed,https://github.com/ethereum/go-ethereum/issues/3201
`removedb` seems to ignore `--testnet` flag,3200,closed,https://github.com/ethereum/go-ethereum/issues/3200
Mining on private network not working,3199,closed,https://github.com/ethereum/go-ethereum/issues/3199
"Godeps, vendor: convert dependency management to trash",3198,closed,https://github.com/ethereum/go-ethereum/issues/3198
Add a client bindings for the JSON-RPC API.,3197,closed,https://github.com/ethereum/go-ethereum/issues/3197
